"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"fourteen","fourteen","four","forty-three"," INVALID INPUT"," INVALID INPUT","seventy-five",14,14,4,43,,,75
