"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"nine","six","three","thirty-three"," INVALID INPUT","one","fifty-two",9,6,3,33,,1,52
