"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"ten","thirteen","four","thirty-seven"," INVALID INPUT"," INVALID INPUT","sixty-four",10,13,4,37,,,64
