"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"nine","eight","four","twenty-four"," INVALID INPUT"," INVALID INPUT","forty-five",9,8,4,24,,,45
